"s","p","o","mapFile"
"study:reasonNotDone","  skos:prefLabel","""reason not done""","study.ttl"
"study:ruleDescription","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:ruleDescription","  rdfs:comment","""""","study.ttl"
"study:ruleDescription","  rdfs:domain","study:Rule","study.ttl"
"study:ruleDescription","  rdfs:range","xsd:string","study.ttl"
"study:ruleDescription","  skos:definition","""""","study.ttl"
"study:ruleDescription","  skos:prefLabel","""rule description""","study.ttl"
"study:ruleDescriptionLong","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:ruleDescriptionLong","  rdfs:comment","""""","study.ttl"
"study:ruleDescriptionLong","  rdfs:domain","study:Rule","study.ttl"
"study:ruleDescriptionLong","  rdfs:range","xsd:string","study.ttl"
"study:ruleDescriptionLong","  skos:definition","""""","study.ttl"
"study:ruleDescriptionLong","  skos:prefLabel","""rule description long""","study.ttl"
"study:seq","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:seq","  rdfs:comment","""""","study.ttl"
"study:seq","  rdfs:range","xsd:float","study.ttl"
"study:seq","  skos:definition","""relates a resource to a sequence number used for sorting similar resources""","study.ttl"
"study:seq","  skos:prefLabel","""seq""","study.ttl"
"study:sex","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:sex","  rdf:type","owl:ObjectProperty","study.ttl"
"study:sex","  rdfs:domain","study:Person","study.ttl"
"study:sex","  rdfs:range","study:SexOutcome","study.ttl"
"study:sex","  skos:altLabel","""""","study.ttl"
"study:sex","  skos:prefLabel","""sex""","study.ttl"
"study:sponsordefinedID","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:sponsordefinedID","  rdfs:comment","""""","study.ttl"
"study:sponsordefinedID","  rdfs:domain","study:StudyActivity","study.ttl"
"study:sponsordefinedID","  rdfs:range","xsd:string","study.ttl"
"study:sponsordefinedID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:sponsordefinedID","  skos:definition","""""","study.ttl"
"study:sponsordefinedID","  skos:prefLabel","""sponsordefined ID""","study.ttl"
"study:studyday","  rdf:type","spin:Function","study.ttl"
"study:studyday","      rdf:type","sp:Select","study.ttl"
"study:studyday","            sp:varName","""studyday""","study.ttl"
"study:studyday","            rdf:type","sp:Bind","study.ttl"
"study:studyday","                rdf:type","xsd:date","study.ttl"
"study:studyday","                    rdf:type","sp:substr","study.ttl"
"study:studyday","                        sp:varName","""activityDate""","study.ttl"
"study:studyday","                    sp:arg2","1","study.ttl"
"study:studyday","                    sp:arg3","10","study.ttl"
"study:studyday","                sp:varName","""date""","study.ttl"
"study:studyday","            rdf:type","sp:Bind","study.ttl"
"study:studyday","                rdf:type","xsd:date","study.ttl"
"study:studyday","                    rdf:type","sp:substr","study.ttl"
"study:studyday","                        sp:varName","""refDate""","study.ttl"
"study:studyday","                    sp:arg2","1","study.ttl"
"study:studyday","                    sp:arg3","10","study.ttl"
"study:studyday","                sp:varName","""rfd""","study.ttl"
"study:studyday","            rdf:type","sp:Bind","study.ttl"
"study:studyday","                rdf:type","smf:duration","study.ttl"
"study:studyday","                sp:arg1","""d""","study.ttl"
"study:studyday","                    sp:varName","""rfd""","study.ttl"
"study:studyday","                    sp:varName","""date""","study.ttl"
"study:studyday","                sp:varName","""std""","study.ttl"
"study:studyday","            rdf:type","sp:Bind","study.ttl"
"study:studyday","                rdf:type","sp:if","study.ttl"
"study:studyday","                    rdf:type","sp:lt","study.ttl"
"study:studyday","                        sp:varName","""std""","study.ttl"
"study:studyday","                    sp:arg2","0","study.ttl"
"study:studyday","                    sp:varName","""std""","study.ttl"
"study:studyday","                    rdf:type","sp:add","study.ttl"
"study:studyday","                        sp:varName","""std""","study.ttl"
"study:studyday","                    sp:arg2","1","study.ttl"
"study:studyday","                sp:varName","""studyday""","study.ttl"
"study:studyday","      rdf:type","spl:Argument","study.ttl"
"study:studyday","      spl:predicate","arg:activityDate","study.ttl"
"study:studyday","      spl:valueType","xsd:string","study.ttl"
"study:studyday","      rdfs:comment","""Takes a study activity date and calculates the study day based on the subject's reference start date. ""","study.ttl"
"study:studyday","      rdf:type","spl:Argument","study.ttl"
"study:studyday","      spl:predicate","arg:refDate","study.ttl"
"study:studyday","      spl:valueType","xsd:string","study.ttl"
"study:studyday","      rdfs:comment","""the subject's reference start date in a study.""","study.ttl"
"study:studyday","  rdfs:comment","""""","study.ttl"
"study:studyday","  rdfs:subClassOf","spl:DateFunctions","study.ttl"
"study:studyday","  skos:definition","""takes two date strings in ISO 8601 format and calculates the study day using activity date as the first argument and reference date as the 2nd argument""","study.ttl"
"study:studyday","  skos:prefLabel","""studyday""","study.ttl"
