"","s","p","o","mapFile"
"1345","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  schema:cdiscDefinition","""A study in which neither the subject nor the investigator nor the research team interacting with the subject or data during the trial knows what treatment a subject is receiving. (CDISC glossary)""","code.ttl"
"1346","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  schema:cdiscSubmissionValue","""DOUBLE BLIND""","code.ttl"
"1347","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  schema:nciCode","""C15228""","code.ttl"
"1348","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  schema:nciPreferredTerm","""Double Blind Study""","code.ttl"
"1349","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  mms:inValueDomain","sdtmterm:C66735","code.ttl"
"1350","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  rdf:type","code:TrialBlindingSchema","code.ttl"
"1351","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  rdf:type","mms:PermissibleValue","code.ttl"
"1352","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  skos:prefLabel","""OPEN LABEL""","code.ttl"
"1353","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  code:hasCode","""C49659""","code.ttl"
"1354","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  schema:cdiscDefinition","""A trial in which subjects and investigators know which product each subject is receiving; opposite of a blinded or double-blind study. (CDISC glossary)""","code.ttl"
"1355","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  schema:cdiscSubmissionValue","""OPEN LABEL""","code.ttl"
"1356","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  schema:nciCode","""C49659""","code.ttl"
"1357","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  schema:nciPreferredTerm","""Open Label Study""","code.ttl"
"1358","sdtmterm:TrialBlindingSchema_OPEN_LABEL","  mms:inValueDomain","sdtmterm:C66735","code.ttl"
"1359","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  rdf:type","code:TrialBlindingSchema","code.ttl"
"1360","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  rdf:type","mms:PermissibleValue","code.ttl"
"1361","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  skos:prefLabel","""SINGLE BLIND""","code.ttl"
"1362","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  code:hasCode","""C28233""","code.ttl"
"1363","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  schema:cdiscDefinition","""A study in which one party, either the investigator or the subject, does not know which medication or placebo is administered to the subject; also called singlemasked study. (CDISC glossary)""","code.ttl"
"1364","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  schema:cdiscSubmissionValue","""SINGLE BLIND""","code.ttl"
"1365","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  schema:nciCode","""C28233""","code.ttl"
"1366","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  schema:nciPreferredTerm","""Single Blind Study""","code.ttl"
"1367","sdtmterm:TrialBlindingSchema_SINGLE_BLIND","  mms:inValueDomain","sdtmterm:C66735","code.ttl"
"1368","sdtmterm:TrialPhase_NA","  rdf:type","code:TrialPhase","code.ttl"
"1369","sdtmterm:TrialPhase_NA","  rdf:type","mms:PermissibleValue","code.ttl"
"1370","sdtmterm:TrialPhase_NA","  skos:prefLabel","""NA""","code.ttl"
"1371","sdtmterm:TrialPhase_NA","  code:hasCode","""C48660""","code.ttl"
"1372","sdtmterm:TrialPhase_NA","  schema:cdiscDefinition","""Determination of a value is not relevant in the current context. (NCI)""","code.ttl"
"1373","sdtmterm:TrialPhase_NA","  schema:cdiscSubmissionValue","""NA""","code.ttl"
"1374","sdtmterm:TrialPhase_NA","  schema:cdiscSynonyms","""NA""","code.ttl"
"1375","sdtmterm:TrialPhase_NA","  schema:nciCode","""C48660""","code.ttl"
"1376","sdtmterm:TrialPhase_NA","  schema:nciPreferredTerm","""Not Applicable""","code.ttl"
"1377","sdtmterm:TrialPhase_NA","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1378","sdtmterm:TrialPhase_PHASE1","  rdf:type","code:TrialPhase","code.ttl"
"1379","sdtmterm:TrialPhase_PHASE1","  rdf:type","mms:PermissibleValue","code.ttl"
"1380","sdtmterm:TrialPhase_PHASE1","  skos:prefLabel","""Phase I Trial""","code.ttl"
"1381","sdtmterm:TrialPhase_PHASE1","  code:hasCode","""C15600""","code.ttl"
"1382","sdtmterm:TrialPhase_PHASE1","  schema:cdiscDefinition","""The initial introduction of an investigational new drug into humans. Phase 1 studies are typically closely monitored and may be conducted in patients or normal volunteer subjects. NOTE: These studies are designed to determine the metabolism and pharmacologic actions of the drug in humans, the side effects associated with increasing doses, and, if possible, to gain early evidence on effectiveness. During Phase 1, sufficient information about the drug's pharmacokinetics and pharmacological effects should be obtained to permit the design of well-controlled, scientifically valid, Phase 2 studies. The total number of subjects and patients included in Phase I studies varies with the drug, but is generally in the range of 20 to 80. Phase 1 studies also include studies of drug metabolism, structure-activity relationships, and mechanism of action in humans, as well as studies in which investigational drugs are used as research tools to explore biological phenomena or disease processes. [After FDA CDER Handbook, ICH E8] (CDISC glossary)""","code.ttl"
"1383","sdtmterm:TrialPhase_PHASE1","  schema:cdiscSubmissionValue","""Phase I Trial""","code.ttl"
"1384","sdtmterm:TrialPhase_PHASE1","  schema:cdiscSynonyms","""Trial Phase 1; 1""","code.ttl"
"1385","sdtmterm:TrialPhase_PHASE1","  schema:nciCode","""C15600""","code.ttl"
"1386","sdtmterm:TrialPhase_PHASE1","  schema:nciPreferredTerm","""Phase I Trial""","code.ttl"
"1387","sdtmterm:TrialPhase_PHASE1","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1388","sdtmterm:TrialPhase_PHASE12","  rdf:type","code:TrialPhase","code.ttl"
"1389","sdtmterm:TrialPhase_PHASE12","  rdf:type","mms:PermissibleValue","code.ttl"
"1390","sdtmterm:TrialPhase_PHASE12","  skos:prefLabel","""Phase I/II Trial""","code.ttl"
"1391","sdtmterm:TrialPhase_PHASE12","  code:hasCode","""C15693""","code.ttl"
"1392","sdtmterm:TrialPhase_PHASE12","  schema:cdiscDefinition","""A class of clinical study that combines elements characteristic of traditional Phase I and Phase II trials. See also Phase I, Phase II.""","code.ttl"
"1393","sdtmterm:TrialPhase_PHASE12","  schema:cdiscSubmissionValue","""Phase I/II Trial""","code.ttl"
"1394","sdtmterm:TrialPhase_PHASE12","  schema:cdiscSynonyms","""Trial Phase 1-2; 1-2""","code.ttl"
"1395","sdtmterm:TrialPhase_PHASE12","  schema:nciCode","""C15693""","code.ttl"
"1396","sdtmterm:TrialPhase_PHASE12","  schema:nciPreferredTerm","""Phase I/II Trial""","code.ttl"
"1397","sdtmterm:TrialPhase_PHASE12","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1398","sdtmterm:TrialPhase_PHASE2","  rdf:type","code:TrialPhase","code.ttl"
"1399","sdtmterm:TrialPhase_PHASE2","  rdf:type","mms:PermissibleValue","code.ttl"
"1400","sdtmterm:TrialPhase_PHASE2","  skos:prefLabel","""Phase II Trial""","code.ttl"
"1401","sdtmterm:TrialPhase_PHASE2","  code:hasCode","""C15601""","code.ttl"
"1402","sdtmterm:TrialPhase_PHASE2","  schema:cdiscDefinition","""Phase 2. Controlled clinical studies conducted to evaluate the effectiveness of the drug for a particular indication or indications in patients with the disease or condition under study and to determine the common short-term side effects and risks associated with the drug. NOTE: Phase 2 studies are typically well controlled, closely monitored, and conducted in a relatively small number of patients, usually involving no more than several hundred subjects. [After FDA CDER Handbook, ICH E8] (CDISC glossary)""","code.ttl"
"1403","sdtmterm:TrialPhase_PHASE2","  schema:cdiscSubmissionValue","""Phase II Trial""","code.ttl"
"1404","sdtmterm:TrialPhase_PHASE2","  schema:cdiscSynonyms","""Trial Phase 2; 2""","code.ttl"
"1405","sdtmterm:TrialPhase_PHASE2","  schema:nciCode","""C15601""","code.ttl"
"1406","sdtmterm:TrialPhase_PHASE2","  schema:nciPreferredTerm","""Phase II Trial""","code.ttl"
"1407","sdtmterm:TrialPhase_PHASE2","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1408","sdtmterm:TrialPhase_PHASE23","  rdf:type","code:TrialPhase","code.ttl"
"1409","sdtmterm:TrialPhase_PHASE23","  rdf:type","mms:PermissibleValue","code.ttl"
"1410","sdtmterm:TrialPhase_PHASE23","  skos:prefLabel","""Phase II/III Trial""","code.ttl"
"1411","sdtmterm:TrialPhase_PHASE23","  code:hasCode","""C15694""","code.ttl"
"1412","sdtmterm:TrialPhase_PHASE23","  schema:cdiscDefinition","""A class of clinical study that combines elements characteristic of traditional Phase II and Phase III trials.""","code.ttl"
"1413","sdtmterm:TrialPhase_PHASE23","  schema:cdiscSubmissionValue","""Phase II/III Trial""","code.ttl"
"1414","sdtmterm:TrialPhase_PHASE23","  schema:cdiscSynonyms","""Trial Phase 2-3; 2-3""","code.ttl"
"1415","sdtmterm:TrialPhase_PHASE23","  schema:nciCode","""C15694""","code.ttl"
"1416","sdtmterm:TrialPhase_PHASE23","  schema:nciPreferredTerm","""Phase II/III Trial""","code.ttl"
"1417","sdtmterm:TrialPhase_PHASE23","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1418","sdtmterm:TrialPhase_PHASE2A","  rdf:type","code:TrialPhase","code.ttl"
"1419","sdtmterm:TrialPhase_PHASE2A","  rdf:type","mms:PermissibleValue","code.ttl"
"1420","sdtmterm:TrialPhase_PHASE2A","  skos:prefLabel","""Phase IIa Trial""","code.ttl"
"1421","sdtmterm:TrialPhase_PHASE2A","  code:hasCode","""C49686""","code.ttl"
"1422","sdtmterm:TrialPhase_PHASE2A","  schema:cdiscDefinition","""A clinical research protocol generally referred to as a pilot or feasibility trial that aims to prove the concept of the new intervention in question. (NCI)""","code.ttl"
"1423","sdtmterm:TrialPhase_PHASE2A","  schema:cdiscSubmissionValue","""Phase IIa Trial""","code.ttl"
"1424","sdtmterm:TrialPhase_PHASE2A","  schema:cdiscSynonyms","""Trial Phase 2A; 2A""","code.ttl"
"1425","sdtmterm:TrialPhase_PHASE2A","  schema:nciCode","""C49686""","code.ttl"
"1426","sdtmterm:TrialPhase_PHASE2A","  schema:nciPreferredTerm","""Phase IIa Trial""","code.ttl"
"1427","sdtmterm:TrialPhase_PHASE2A","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1428","sdtmterm:TrialPhase_PHASE2B","  rdf:type","code:TrialPhase","code.ttl"
"1429","sdtmterm:TrialPhase_PHASE2B","  rdf:type","mms:PermissibleValue","code.ttl"
"1430","sdtmterm:TrialPhase_PHASE2B","  skos:prefLabel","""Phase IIb Trial""","code.ttl"
"1431","sdtmterm:TrialPhase_PHASE2B","  code:hasCode","""C49688""","code.ttl"
"1432","sdtmterm:TrialPhase_PHASE2B","  schema:cdiscDefinition","""A clinical research protocol generally referred to as a well-controlled and pivotal trial that aims to prove the mechanism of action of the new intervention in question. A pivotal study will generally be well-controlled, randomized, of adequate size, and whenever possible, double-blind. (NCI)""","code.ttl"
"1433","sdtmterm:TrialPhase_PHASE2B","  schema:cdiscSubmissionValue","""Phase IIb Trial""","code.ttl"
"1434","sdtmterm:TrialPhase_PHASE2B","  schema:cdiscSynonyms","""Trial Phase 2B; 2B""","code.ttl"
"1435","sdtmterm:TrialPhase_PHASE2B","  schema:nciCode","""C49688""","code.ttl"
"1436","sdtmterm:TrialPhase_PHASE2B","  schema:nciPreferredTerm","""Phase IIb Trial""","code.ttl"
"1437","sdtmterm:TrialPhase_PHASE2B","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1438","sdtmterm:TrialPhase_PHASE3","  rdf:type","code:TrialPhase","code.ttl"
"1439","sdtmterm:TrialPhase_PHASE3","  rdf:type","mms:PermissibleValue","code.ttl"
"1440","sdtmterm:TrialPhase_PHASE3","  skos:prefLabel","""Phase III Trial""","code.ttl"
"1441","sdtmterm:TrialPhase_PHASE3","  code:hasCode","""C15602""","code.ttl"
"1442","sdtmterm:TrialPhase_PHASE3","  schema:cdiscDefinition","""Phase 3. Studies are expanded controlled and uncontrolled trials. They are performed after preliminary evidence suggesting effectiveness of the drug has been obtained, and are intended to gather the additional information about effectiveness and safety that is needed to confirm efficacy and evaluate the overall benefit-risk relationship of the drug and to provide an adequate basis for physician labeling. NOTE: Phase 3 studies usually include from several hundred to several thousand subjects. [After FDA CDER Handbook, ICH E8] (CDISC glossary)""","code.ttl"
"1443","sdtmterm:TrialPhase_PHASE3","  schema:cdiscSubmissionValue","""Phase III Trial""","code.ttl"
"1444","sdtmterm:TrialPhase_PHASE3","  schema:cdiscSynonyms","""Trial Phase 3; 3""","code.ttl"
"1445","sdtmterm:TrialPhase_PHASE3","  schema:nciCode","""C15602""","code.ttl"
"1446","sdtmterm:TrialPhase_PHASE3","  schema:nciPreferredTerm","""Phase III Trial""","code.ttl"
"1447","sdtmterm:TrialPhase_PHASE3","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1448","sdtmterm:TrialPhase_PHASE3A","  rdf:type","code:TrialPhase","code.ttl"
"1449","sdtmterm:TrialPhase_PHASE3A","  rdf:type","mms:PermissibleValue","code.ttl"
"1450","sdtmterm:TrialPhase_PHASE3A","  skos:prefLabel","""Phase IIIa Trial""","code.ttl"
"1451","sdtmterm:TrialPhase_PHASE3A","  code:hasCode","""C49687""","code.ttl"
"1452","sdtmterm:TrialPhase_PHASE3A","  schema:cdiscDefinition","""A classification typically assigned retrospectively to a Phase III trial upon determination by regulatory authorities of a need for a Phase III B trial. (NCI)""","code.ttl"
"1453","sdtmterm:TrialPhase_PHASE3A","  schema:cdiscSubmissionValue","""Phase IIIa Trial""","code.ttl"
"1454","sdtmterm:TrialPhase_PHASE3A","  schema:cdiscSynonyms","""Trial Phase 3A; 3A""","code.ttl"
"1455","sdtmterm:TrialPhase_PHASE3A","  schema:nciCode","""C49687""","code.ttl"
"1456","sdtmterm:TrialPhase_PHASE3A","  schema:nciPreferredTerm","""Phase IIIa Trial""","code.ttl"
"1457","sdtmterm:TrialPhase_PHASE3A","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1458","sdtmterm:TrialPhase_PHASE3B","  rdf:type","code:TrialPhase","code.ttl"
"1459","sdtmterm:TrialPhase_PHASE3B","  rdf:type","mms:PermissibleValue","code.ttl"
"1460","sdtmterm:TrialPhase_PHASE3B","  skos:prefLabel","""Phase IIIb Trial""","code.ttl"
"1461","sdtmterm:TrialPhase_PHASE3B","  code:hasCode","""C49689""","code.ttl"
"1462","sdtmterm:TrialPhase_PHASE3B","  schema:cdiscDefinition","""A subcategory of Phase III trials done near the time of approval to elicit additional findings. NOTE: Dossier review may continue while associated Phase IIIB trials are conducted. These trials may be required as a condition of regulatory authority approval.""","code.ttl"
"1463","sdtmterm:TrialPhase_PHASE3B","  schema:cdiscSubmissionValue","""Phase IIIb Trial""","code.ttl"
"1464","sdtmterm:TrialPhase_PHASE3B","  schema:cdiscSynonyms","""Trial Phase 3B; 3B""","code.ttl"
"1465","sdtmterm:TrialPhase_PHASE3B","  schema:nciCode","""C49689""","code.ttl"
"1466","sdtmterm:TrialPhase_PHASE3B","  schema:nciPreferredTerm","""Phase IIIb Trial""","code.ttl"
"1467","sdtmterm:TrialPhase_PHASE3B","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1468","sdtmterm:TrialPhase_PHASE4","  rdf:type","code:TrialPhase","code.ttl"
"1469","sdtmterm:TrialPhase_PHASE4","  rdf:type","mms:PermissibleValue","code.ttl"
"1470","sdtmterm:TrialPhase_PHASE4","  skos:prefLabel","""Phase IV Trial""","code.ttl"
"1471","sdtmterm:TrialPhase_PHASE4","  code:hasCode","""C15603""","code.ttl"
"1472","sdtmterm:TrialPhase_PHASE4","  schema:cdiscDefinition","""Phase 4. Postmarketing (Phase 4) studies to delineate additional information about the drug's risks, benefits, and optimal use that may be requested by regulatory authorities in conjunction with marketing approval. NOTE: These studies could include, but would not be limited to, studying different doses or schedules of administration than were used in Phase 2 studies, use of the drug in other patient populations or other stages of the disease, or use of the drug over a longer period of time. [After FDA CDER Handbook, ICH E8] (CDISC glossary)""","code.ttl"
"1473","sdtmterm:TrialPhase_PHASE4","  schema:cdiscSubmissionValue","""Phase IV Trial""","code.ttl"
"1474","sdtmterm:TrialPhase_PHASE4","  schema:cdiscSynonyms","""Trial Phase 4; 4""","code.ttl"
"1475","sdtmterm:TrialPhase_PHASE4","  schema:nciCode","""C15603""","code.ttl"
"1476","sdtmterm:TrialPhase_PHASE4","  schema:nciPreferredTerm","""Phase IV Trial""","code.ttl"
"1477","sdtmterm:TrialPhase_PHASE4","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1478","sdtmterm:TrialPhase_PHASE5","  rdf:type","code:TrialPhase","code.ttl"
"1479","sdtmterm:TrialPhase_PHASE5","  rdf:type","mms:PermissibleValue","code.ttl"
"1480","sdtmterm:TrialPhase_PHASE5","  skos:prefLabel","""Phase V Trial""","code.ttl"
"1481","sdtmterm:TrialPhase_PHASE5","  code:hasCode","""C47865""","code.ttl"
"1482","sdtmterm:TrialPhase_PHASE5","  schema:cdiscDefinition","""Postmarketing surveillance is sometimes referred to as Phase V.""","code.ttl"
"1483","sdtmterm:TrialPhase_PHASE5","  schema:cdiscSubmissionValue","""Phase V Trial""","code.ttl"
"1484","sdtmterm:TrialPhase_PHASE5","  schema:cdiscSynonyms","""Trial Phase 5; 5""","code.ttl"
"1485","sdtmterm:TrialPhase_PHASE5","  schema:nciCode","""C47865""","code.ttl"
"1486","sdtmterm:TrialPhase_PHASE5","  schema:nciPreferredTerm","""Phase V Trial""","code.ttl"
"1487","sdtmterm:TrialPhase_PHASE5","  mms:inValueDomain","sdtmterm:C66737","code.ttl"
"1488","sdtmterm:TrialType_BIOAV","  rdf:type","code:TrialType","code.ttl"
"1489","sdtmterm:TrialType_BIOAV","  rdf:type","mms:PermissibleValue","code.ttl"
"1490","sdtmterm:TrialType_BIOAV","  skos:prefLabel","""BIO-AVAILABILITY""","code.ttl"
"1491","sdtmterm:TrialType_BIOAV","  code:hasCode","""C49664""","code.ttl"
"1492","sdtmterm:TrialType_BIOAV","  schema:cdiscDefinition","""A study of the degree to which or rate at which a drug or other substance is absorbed or becomes available at the site of physiological activity after administration. (NCI)""","code.ttl"
"1493","sdtmterm:TrialType_BIOAV","  schema:cdiscSubmissionValue","""BIO-AVAILABILITY""","code.ttl"
"1494","sdtmterm:TrialType_BIOAV","  schema:nciCode","""C49664""","code.ttl"
"1495","sdtmterm:TrialType_BIOAV","  schema:nciPreferredTerm","""Bioavailability Study""","code.ttl"
"1496","sdtmterm:TrialType_BIOAV","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1497","sdtmterm:TrialType_BIOEQ","  rdf:type","code:TrialType","code.ttl"
"1498","sdtmterm:TrialType_BIOEQ","  rdf:type","mms:PermissibleValue","code.ttl"
"1499","sdtmterm:TrialType_BIOEQ","  skos:prefLabel","""BIO-EQUIVALENCE""","code.ttl"
"1500","sdtmterm:TrialType_BIOEQ","  code:hasCode","""C49665""","code.ttl"
"1501","sdtmterm:TrialType_BIOEQ","  schema:cdiscDefinition","""A study most often used to compare the efficacy of different formulations to treat a given disease. It is the testing of an old versus a new formulation in healthy volunteers or subjects with the disease under study and usually in one dose. (NCI)""","code.ttl"
"1502","sdtmterm:TrialType_BIOEQ","  schema:cdiscSubmissionValue","""BIO-EQUIVALENCE""","code.ttl"
"1503","sdtmterm:TrialType_BIOEQ","  schema:nciCode","""C49665""","code.ttl"
"1504","sdtmterm:TrialType_BIOEQ","  schema:nciPreferredTerm","""Therapeutic Equivalency Study""","code.ttl"
"1505","sdtmterm:TrialType_BIOEQ","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1506","sdtmterm:TrialType_EFF","  rdf:type","code:TrialType","code.ttl"
"1507","sdtmterm:TrialType_EFF","  rdf:type","mms:PermissibleValue","code.ttl"
"1508","sdtmterm:TrialType_EFF","  skos:prefLabel","""EFFICACY""","code.ttl"
"1509","sdtmterm:TrialType_EFF","  code:hasCode","""C49666""","code.ttl"
"1510","sdtmterm:TrialType_EFF","  schema:cdiscDefinition","""A study of the relative therapeutic efficacy of treatment of a disease. Usually this is a Phase II or III study. (NCI)""","code.ttl"
"1511","sdtmterm:TrialType_EFF","  schema:cdiscSubmissionValue","""EFFICACY""","code.ttl"
"1512","sdtmterm:TrialType_EFF","  schema:nciCode","""C49666""","code.ttl"
"1513","sdtmterm:TrialType_EFF","  schema:nciPreferredTerm","""Efficacy Study""","code.ttl"
"1514","sdtmterm:TrialType_EFF","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1515","sdtmterm:TrialType_PD","  rdf:type","code:TrialType","code.ttl"
"1516","sdtmterm:TrialType_PD","  rdf:type","mms:PermissibleValue","code.ttl"
"1517","sdtmterm:TrialType_PD","  skos:prefLabel","""PHARMACODYNAMIC""","code.ttl"
"1518","sdtmterm:TrialType_PD","  code:hasCode","""C49662""","code.ttl"
"1519","sdtmterm:TrialType_PD","  schema:cdiscDefinition","""A study of the biochemical and physiological effect of a drug and the mechanism of drug action and the relationship between drug concentration and effect. (NCI)""","code.ttl"
"1520","sdtmterm:TrialType_PD","  schema:cdiscSubmissionValue","""PHARMACODYNAMIC""","code.ttl"
"1521","sdtmterm:TrialType_PD","  schema:nciCode","""C49662""","code.ttl"
"1522","sdtmterm:TrialType_PD","  schema:nciPreferredTerm","""Pharmacodynamic Study""","code.ttl"
"1523","sdtmterm:TrialType_PD","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1524","sdtmterm:TrialType_PECON","  rdf:type","code:TrialType","code.ttl"
"1525","sdtmterm:TrialType_PECON","  rdf:type","mms:PermissibleValue","code.ttl"
"1526","sdtmterm:TrialType_PECON","  skos:prefLabel","""PHARMACOECONOMIC""","code.ttl"
"1527","sdtmterm:TrialType_PECON","  code:hasCode","""C39493""","code.ttl"
"1528","sdtmterm:TrialType_PECON","  schema:cdiscDefinition","""A study that assesses the value associated with a given drug in therapeutic and economic terms. This type of study is multidisciplinary in nature and takes into consideration the social and economic costs (resource utilization costs including direct, indirect, and intangible costs) of drug therapy in addition to its direct therapeutic benefits. Analyses relate the difference in therapeutic benefits to the difference in costs between treatment alternatives. (NCI)""","code.ttl"
"1529","sdtmterm:TrialType_PECON","  schema:cdiscSubmissionValue","""PHARMACOECONOMIC""","code.ttl"
"1530","sdtmterm:TrialType_PECON","  schema:nciCode","""C39493""","code.ttl"
"1531","sdtmterm:TrialType_PECON","  schema:nciPreferredTerm","""Pharmacoeconomic Study""","code.ttl"
"1532","sdtmterm:TrialType_PECON","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1533","sdtmterm:TrialType_PGX","  rdf:type","code:TrialType","code.ttl"
"1534","sdtmterm:TrialType_PGX","  rdf:type","mms:PermissibleValue","code.ttl"
"1535","sdtmterm:TrialType_PGX","  skos:prefLabel","""PHARMACOGENOMIC""","code.ttl"
"1536","sdtmterm:TrialType_PGX","  code:hasCode","""C49661""","code.ttl"
"1537","sdtmterm:TrialType_PGX","  schema:cdiscDefinition","""A study of identification and analysis of genomic variations that affect the efficacy of a drug. Pharmacogenomic studies can potentially be predictive of an individual's drug-response or adverse reactions or susceptibility to iatrogenic disorders, and may also reveal new targets that can help in the design of new drugs. (NCI)""","code.ttl"
"1538","sdtmterm:TrialType_PGX","  schema:cdiscSubmissionValue","""PHARMACOGENOMIC""","code.ttl"
"1539","sdtmterm:TrialType_PGX","  schema:nciCode","""C49661""","code.ttl"
"1540","sdtmterm:TrialType_PGX","  schema:nciPreferredTerm","""Pharmacogenomic Study""","code.ttl"
"1541","sdtmterm:TrialType_PGX","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1542","sdtmterm:TrialType_PK","  rdf:type","code:TrialType","code.ttl"
"1543","sdtmterm:TrialType_PK","  rdf:type","mms:PermissibleValue","code.ttl"
"1544","sdtmterm:TrialType_PK","  skos:prefLabel","""PHARMACOKINETIC""","code.ttl"
"1545","sdtmterm:TrialType_PK","  code:hasCode","""C49663""","code.ttl"
"1546","sdtmterm:TrialType_PK","  schema:cdiscDefinition","""A study of the process by which a drug is absorbed, distributed, metabolized, and eliminated by the body. (NCI)""","code.ttl"
"1547","sdtmterm:TrialType_PK","  schema:cdiscSubmissionValue","""PHARMACOKINETIC""","code.ttl"
"1548","sdtmterm:TrialType_PK","  schema:nciCode","""C49663""","code.ttl"
"1549","sdtmterm:TrialType_PK","  schema:nciPreferredTerm","""Pharmacokinetic Study""","code.ttl"
"1550","sdtmterm:TrialType_PK","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1551","sdtmterm:TrialType_SAF","  rdf:type","code:TrialType","code.ttl"
"1552","sdtmterm:TrialType_SAF","  rdf:type","mms:PermissibleValue","code.ttl"
"1553","sdtmterm:TrialType_SAF","  skos:prefLabel","""SAFETY""","code.ttl"
"1554","sdtmterm:TrialType_SAF","  code:hasCode","""C49667""","code.ttl"
"1555","sdtmterm:TrialType_SAF","  schema:cdiscDefinition","""A study that assesses the medical risks to a subject. Safety is usually assessed by examining a wide range of clinical parameters, including adverse events, vital signs, physical exam, laboratory tests.""","code.ttl"
"1556","sdtmterm:TrialType_SAF","  schema:cdiscSubmissionValue","""SAFETY""","code.ttl"
"1557","sdtmterm:TrialType_SAF","  schema:nciCode","""C49667""","code.ttl"
"1558","sdtmterm:TrialType_SAF","  schema:nciPreferredTerm","""Safety Study""","code.ttl"
"1559","sdtmterm:TrialType_SAF","  mms:inValueDomain","sdtmterm:C66739","code.ttl"
"1560","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1561","sdtmterm:TrialType_SAF","  owl:hasValue","""DIABP""","code.ttl"
"1562","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1563","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1564","sdtmterm:TrialType_SAF","  owl:hasValue","""Diastolic Blood Pressure""","code.ttl"
"1565","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
"1566","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1567","sdtmterm:TrialType_SAF","  owl:hasValue","""HEIGHT""","code.ttl"
"1568","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1569","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1570","sdtmterm:TrialType_SAF","  owl:hasValue","""Height""","code.ttl"
"1571","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
"1572","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1573","sdtmterm:TrialType_SAF","  owl:hasValue","""PULSE""","code.ttl"
"1574","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1575","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1576","sdtmterm:TrialType_SAF","  owl:hasValue","""Pulse Rate""","code.ttl"
"1577","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
"1578","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1579","sdtmterm:TrialType_SAF","  owl:hasValue","""SYSBP""","code.ttl"
"1580","sdtmterm:TrialType_SAF","  owl:onProperty","skos:prefLabel","code.ttl"
"1581","sdtmterm:TrialType_SAF","  rdf:type","owl:Restriction","code.ttl"
"1582","sdtmterm:TrialType_SAF","  owl:hasValue","""Systolic Blood Pressure""","code.ttl"
"1583","sdtmterm:TrialType_SAF","  owl:onProperty","skos:altLabel","code.ttl"
